std_smiles,source,MolWeight,nbAtoms,nbHeavyAtoms,nbRing,nbRotBd,nbHBdAcc,ndHBdDon,TopoPolSurfAir,MolarRefract,CombDipolPolariz,LogP_pred,MP_pred,BP_pred,LogVP_pred,LogWS_pred,LogHL_pred,RT_pred,LogKOA_pred,ionization,pKa_b_pred,LogD55_pred,LogD74_pred,LogOH_pred,nbNring,pKa_b_pred_divN,pKa_b_pred_multN,frac_OS_N,pKa_b_pred_div_O_S,frac_N,frac_OS_atoms,frac_ring_N,frac_Nring_atoms,frac_ring_atoms,C-C,C-C-C,C-N,C-N-C,C-C-N-C,C-C-C-N-C,C-N-C-C-O,C-C-N,C-C-N-C-C,C-C-C-N,N-C-C-O,C-C-C-O,C-C-C-C,C-C-O,C-O,C,N,O,C-C-C-C-O,C-C-O-C,C-O-C,C-C-C-C-N,N-C-C-C-O,C-C-C-O-C,O-C-O,C-N-C-C-N,N-C-C-N,C-N-C-C-S,N-C-C-S,C-C-S,C-C-S-C,C-S,C-S-C,S,C-C-O-C-C,C-O-C-O,C-O-C-C-N,C-C-N-C-O,C-N-C-O,N-C-O,N-C-C-C-N,C-O-C-C-O,O-C-C-O,O-C-C-C-O,N-C-N,C-N-C-N,C-C-N-C-N,C-N-C-N-C,C-S-C-N,C-N-C-S-C,N-C-S,C-N-C-S,C-C-N-C-S,N-C-S-C-N,C-C-O-C-O,C-O-C-O-C,C-C-C-C-C,C-C-C-S,O-C-C-C-S,O-C-N-C-S,S-C-N-C-S,O-C-N-C-O,C-C-C-S-C,C-C-S-C-C,C-N-C-O-C,C-O-C-N,C-C-O-C-N,C-C-O-N,C-C-O-N-C,C-O-N,C-N-O-C,C-C-N-O-C,N-O,C-N-O,C-C-N-O,N-C-C-N-O,C-S-C-C-N,C-C-S-C-N,N-C-C-C-S,N-C-O-C-O,C-S-C-C-O,O-C-C-S,N-C-N-C-O,C-C-C-C-S,S-C-C-S,O-C-O-C-O,C-S-C-S,S-C-S,C-S-C-C-S
C1CC1CN1CCC2OC2C1,screening,153.1153641,26,11,3,2,2,0,15.77,40.0675,0.893,1.55563890893176,42.0815156197294,226.873467303267,-1.14207497713654,0.0216368588991092,-4.42563336486714,6.6779473865557,5.01210489244209,1,7.86455134754521,-0.810784398970653,0.962972076164265,-10.5116754263274,1,7.86455134754521,7.86455134754521,1.0,7.86455134754521,0.0384615384615384,0.0384615384615384,1.0,1.0,0.1153846153846153,8,5,3,3,6,6,1,3,2,4,1,1,2,2,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CC(CN2CCOCC2)CCO1,screening,185.141578848,32,13,2,2,3,0,21.7,47.7476,1.006,1.34856459461672,126.061415412658,220.058217206729,-1.90393049565703,-0.0643957420844144,-5.13852433482448,6.41909542064187,5.77721718581485,1,7.6935068033163,-0.847714829391929,0.87644429341419,-10.4332342366425,1,7.6935068033163,7.6935068033163,2.0,15.3870136066326,0.03125,0.0625,1.0,1.0,0.0625,7,5,3,3,6,4,2,3,2,2,2,2,4,4,4,10,1,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1COC2(CCN(CC3CO3)CC2)O1,screening,199.120843404,31,14,3,2,4,0,34.23,47.5502,1.262,-0.056741574577778,71.2140330002912,242.075397159922,-2.54876232951447,0.254387977270965,-6.05308038802895,5.70495052139158,6.30748516520125,1,8.07060905805773,-2.62851634731523,-0.811389192760276,-10.4491588569297,1,8.07060905805773,8.07060905805773,3.0,24.21182717417319,0.032258064516129,0.0967741935483871,1.0,1.0,0.0967741935483871,7,4,3,3,6,4,2,3,2,3,1,4,2,7,6,10,1,3,0,4,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CCN(CC2CO2)C1,screening,127.099714036,22,9,2,2,2,0,15.77,32.587,0.821,0.389859123015702,-14.5796283017772,206.029663388099,0.386360794174561,0.488618213581406,-4.98818178334961,4.06795917064847,4.52593940469933,1,7.79124840604796,-1.90360455879817,-0.149439749112685,-10.6796301925507,1,7.79124840604796,7.79124840604796,1.0,7.79124840604796,0.0454545454545454,0.0454545454545454,1.0,1.0,0.0909090909090909,5,3,3,3,4,2,2,3,2,1,1,0,0,1,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CCN(CC2CO2)CC1,screening,141.1153641,25,10,2,2,2,0,15.77,35.4986,0.821,1.26558998008491,4.35059312515216,218.179448239398,-0.258020421617727,-0.0630299996053152,-4.67066891272883,6.79938945323913,4.44597732383846,1,7.58688888538969,-0.824839887409125,0.861139235077357,-10.5297903133353,1,7.58688888538969,7.58688888538969,1.0,7.58688888538969,0.04,0.04,1.0,1.0,0.08,6,4,3,3,6,4,2,3,2,3,1,0,2,1,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1OC1CN1CCN(CC2CO2)CC1,screening,198.136827816,32,14,3,4,4,0,31.54,53.5276,1.365,-0.838096015458308,131.295423874687,261.545138413504,-2.89812621053121,0.932273815638401,-6.1027217932976,3.76195367132209,6.3325578045219,1,5.87943002852574,-1.3690236338089,-0.851000659830709,-10.4124224709404,1,2.93971501426287,11.75886005705148,1.0,5.87943002852574,0.0625,0.0625,0.5,0.5,0.09375,6,2,6,6,12,4,4,6,4,2,2,0,0,2,4,10,2,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN(CC2CO2)CCO1,screening,143.094628656,23,10,2,2,3,0,25.0,37.8073,1.006,0.0985651010061899,-0.770494097007917,229.598945072449,0.226437352159468,0.796317268643112,-4.90454890627165,2.8475957944014,4.31289878204357,1,5.88404673702017,-0.435624736489603,0.0855245939142295,-10.5802401489452,1,5.88404673702017,5.88404673702017,2.0,11.76809347404034,0.0434782608695652,0.0869565217391304,1.0,1.0,0.0869565217391304,4,1,3,3,6,2,4,3,2,1,3,0,0,3,4,7,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN(CC2CO2)CCS1,screening,159.071785036,23,10,2,2,2,0,41.07,43.9817,1.01,1.51358029904818,72.0300480938682,223.816587634951,-1.09259338288469,-1.19180448141733,-4.88631959600953,5.6476673107787,5.52979017185123,1,6.32107867123039,0.631433600391169,1.47879819362858,-10.5383197969944,1,6.32107867123039,6.32107867123039,2.0,12.64215734246078,0.0434782608695652,0.0869565217391304,1.0,1.0,0.0869565217391304,4,1,3,3,6,2,2,3,2,1,1,0,0,1,2,7,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CCOC(CN2CCOCC2)OC1,screening,201.136493468,33,14,2,2,4,0,30.93,49.7414,1.191,-0.21456039373001,101.999248094783,228.562438319557,-2.0414911722839,0.116793600978192,-6.03308783223934,6.17487270742557,6.3371622721627,1,6.12630080969406,-0.933030088805038,-0.237090910939659,-10.4352821151092,1,6.12630080969406,6.12630080969406,3.0,18.37890242908218,0.0303030303030303,0.0909090909090909,1.0,1.0,0.0606060606060606,6,2,3,3,6,0,6,3,2,0,4,2,1,6,6,10,1,3,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C(CCN1CCOCC1)CN1CCOCC1,screening,228.183778008,40,16,2,5,4,0,24.94,61.9794,1.293,1.05495883263048,83.675346415914,275.764355166884,-3.22182299301284,0.723391964831044,-5.85483698182709,6.90683178040299,7.44835827154535,1,7.21319865126641,-0.666565431325276,0.837362477251741,-10.5761097500046,2,3.606599325633205,14.42639730253282,1.0,7.21319865126641,0.05,0.05,1.0,1.0,0.05,7,2,6,6,12,4,4,6,4,2,4,0,1,4,4,12,2,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CC2CN(CCCN3CCOCC3)C(C1)O2,screening,240.183778008,41,17,3,4,4,0,24.94,60.2414,1.365,1.56110393963874,92.2520276548092,280.475100467586,-4.49284775263723,-1.86474824914887,-5.96061809777042,8.89533100190022,7.38125445955114,1,6.31013543940488,0.688449176280893,1.52715436104375,-10.6288922140722,2,3.15506771970244,12.62027087880976,1.0,6.31013543940488,0.048780487804878,0.048780487804878,1.0,1.0,0.073170731707317,9,5,6,6,11,6,2,6,4,4,2,2,3,5,4,13,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CCN(CCOCC2CO2)CC1,screening,185.141578848,32,13,2,5,3,0,25.0,46.5421,1.006,1.57493282940849,-19.1888591339557,220.048310113362,-1.45725494294295,-0.0658611888375386,-4.69890062566579,7.04311375976003,5.77773477856588,1,5.88179061871569,1.04233846208243,1.56195889158928,-10.4320822188037,1,5.88179061871569,5.88179061871569,2.0,11.76358123743138,0.03125,0.0625,1.0,1.0,0.0625,7,4,3,3,6,2,2,3,2,2,1,1,2,3,4,10,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C(CN1CCOCC1)CN1CCOCC1,screening,214.168127944,37,15,2,4,4,0,24.94,59.0678,1.293,0.3299492775015,83.4733755125892,274.121504454183,-2.94833881529757,0.950349414988205,-5.91136672483331,5.39427992685919,7.18660239665291,1,7.35210360654055,-1.52821674831785,0.0522075280783071,-10.4364456099759,2,3.676051803270275,14.7042072130811,1.0,7.35210360654055,0.054054054054054,0.054054054054054,1.0,1.0,0.054054054054054,6,1,6,6,12,4,4,6,4,2,4,0,0,4,4,11,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN(CCN2CCOCC2)CCO1,screening,200.15247788,34,14,2,3,4,0,24.94,56.1562,1.293,-0.0964079392206843,75.0338945005271,284.9406247112,-2.37114495439035,0.984967311813425,-6.09010373400218,3.74851180381131,6.56087709266383,1,6.75016802031903,-1.370327213474,-0.184174717972165,-10.3876052884118,2,3.375084010159515,13.50033604063806,1.0,6.75016802031903,0.0588235294117647,0.0588235294117647,1.0,1.0,0.0588235294117647,5,0,6,6,12,0,4,6,4,0,4,0,0,4,4,10,2,2,0,4,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN(CCOCC2CO2)CCO1,screening,187.120843404,30,13,2,5,4,0,34.23,48.8508,1.191,-0.514923351582761,97.2697472919681,220.642783091873,-1.65059369989523,0.926102250128127,-6.02606027907546,3.40329510865411,5.72738152143492,1,4.95487005818689,-0.623832068077289,-0.516478874364176,-10.3835441892429,1,4.95487005818689,4.95487005818689,3.0,14.864610174560667,0.0333333333333333,0.1,1.0,1.0,0.0666666666666666,5,1,3,3,6,0,4,3,2,0,3,1,0,5,6,9,1,3,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN(CCOCCN2CCOCC2)CCO1,screening,244.178692628,41,17,2,6,5,0,34.17,67.1997,1.478,0.0181758423822146,75.4340333402308,276.491787501537,-2.28266637638212,0.78972600478541,-5.65644234765468,5.11643784091796,7.38282223017703,1,7.06737675663569,-1.56080451656135,-0.147637598596887,-10.5692976917913,2,3.533688378317845,14.13475351327138,1.5,10.601065134953537,0.048780487804878,0.073170731707317,1.0,1.0,0.048780487804878,6,0,6,6,12,0,8,6,4,0,6,0,0,6,6,12,2,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN(CCC2OCCO2)C2(CCOC2)CO1,screening,243.147058152,38,17,3,3,5,0,40.16,58.3757,1.447,-0.126233277250852,131.388528416787,274.606985419609,-4.00040471532509,0.20357898154188,-6.21695066465792,7.58004037851877,7.44485970486728,1,7.86450733301145,-2.49261275993872,-0.71886734012723,-10.6242839926711,1,7.86450733301145,7.86450733301145,4.0,31.4580293320458,0.0263157894736842,0.1052631578947368,1.0,1.0,0.0789473684210526,8,5,3,3,10,4,4,5,6,2,3,5,1,8,8,12,1,4,1,4,4,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN(CN2CCOCC2)CCO1,screening,186.136827816,31,13,2,2,4,0,24.94,50.9657,1.293,-0.126178208524604,83.8467025030729,251.734626735239,-2.33390994390872,0.883728307602578,-6.12136040574743,3.03655806623742,5.75170854969317,1,5.2506932925276,-0.320203796633194,-0.129246823449139,-10.3792977704087,2,2.6253466462638,10.5013865850552,1.0,5.2506932925276,0.064516129032258,0.064516129032258,1.0,1.0,0.064516129032258,4,0,6,6,8,0,4,4,0,0,4,0,0,4,4,9,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN(CSCN2CCOCC2)CCO1,screening,232.12454888,35,15,2,4,4,0,50.24,62.9931,1.482,1.20155716746685,98.8219606128488,275.077403889837,-3.32955381973166,-2.14858341702855,-5.97170038707012,4.67716278607209,7.37026408113973,1,4.34558671338234,1.17214140368094,1.20117418444715,-10.5605494485589,2,2.17279335669117,8.69117342676468,1.5,6.51838007007351,0.0571428571428571,0.0857142857142857,1.0,1.0,0.0571428571428571,4,0,6,6,8,0,4,4,0,0,4,0,0,4,4,10,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1C2OC3CN1CC(O2)O3,screening,143.058243148,19,10,0,0,4,0,30.93,31.4244,1.263,-0.770522512678095,106.260617481063,230.29951843335,-1.65369579453498,-0.185812038561113,-6.28739985835511,2.80832252173154,4.51604591333668,1,8.15856660347442,-3.43004134537726,-1.59888836744747,-10.6018056312307,1,8.15856660347442,8.15856660347442,3.0,24.475699810423254,0.0526315789473684,0.1578947368421052,1.0,1.0,0.0,3,0,3,3,6,0,6,3,0,0,6,0,0,6,6,6,1,3,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN(C2CCSC2)CCO1,screening,173.0874351,26,11,2,1,2,0,37.77,46.8933,1.01,1.39567763026554,60.4303530013023,230.398576996689,-1.71935080716894,-1.14210841050316,-4.84674799511108,6.77558101941768,5.72594282373862,1,8.47094235406933,-1.57572882200747,0.289333830188662,-10.4342199712676,1,8.47094235406933,8.47094235406933,2.0,16.94188470813866,0.0384615384615384,0.0769230769230769,1.0,1.0,0.0769230769230769,5,2,3,3,8,2,2,4,4,1,2,0,0,2,2,8,1,1,0,2,1,0,0,0,0,0,0,2,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN2CCOC2O1,screening,115.063328528,17,8,2,0,3,0,21.7,28.3729,1.006,-1.11715016096799,0.231829815888424,214.582260993396,0.263129172555317,0.570168276614513,-5.07952444261293,0.0,3.46611792003636,1,6.80569510695762,-2.44381355148665,-1.21562231169236,-10.7029723305105,0,6.80569510695762,6.80569510695762,2.0,13.61139021391524,0.0588235294117647,0.1176470588235294,0.0,0.0,0.1176470588235294,2,0,3,3,2,0,0,2,1,0,0,0,0,2,4,5,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN2CCOCCN(CCO1)CCOCC2,screening,244.178692628,41,17,0,0,5,0,34.17,67.1997,1.478,0.0172403607904229,62.0068563367991,276.683314553407,-4.58953364215373,0.786138825613762,-6.25241375425298,7.54998615824085,7.38273354454835,1,7.81415724232661,-2.29901860601714,-0.538472884219791,-10.5694102701957,0,3.907078621163305,15.62831448465322,1.5,11.721235863489916,0.048780487804878,0.073170731707317,0.0,0.0,0.0,6,0,6,6,12,0,12,6,6,0,6,0,0,6,6,12,2,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN2CC1C1(CO1)C2,screening,125.084063972,20,9,3,0,2,0,15.77,31.3833,0.892,0.423962583194681,55.3842032877333,224.687112529445,-0.0471561851161351,0.77989071604494,-5.3621853050624,2.24360117514238,4.42657784464488,1,8.23221971870289,-2.30906096255878,-0.46787991241028,-10.711505785811,0,8.23221971870289,8.23221971870289,1.0,8.23221971870289,0.05,0.05,0.0,0.0,0.15,6,7,3,3,2,1,1,3,0,1,1,2,4,2,2,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN2CCC1C1(CO1)C2,screening,139.099714036,23,10,1,0,2,0,15.77,34.2949,0.892,0.771991326839295,123.590782846698,233.268415769213,-0.655176745712542,0.0498356168313217,-5.17784048185805,5.27468015316151,4.42874195304819,1,8.22521035395969,-1.95403592063198,-0.113747312930517,-10.5453126563515,0,8.22521035395969,8.22521035395969,1.0,8.22521035395969,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0434782608695652,7,8,3,3,6,2,2,3,0,4,1,2,8,2,2,8,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CC(N2CCC3(CC2)COC3)CO1,screening,197.141578848,33,14,3,1,3,0,21.7,52.243,1.077,1.51865127796701,15.9626580359638,238.495203645394,-2.23042586197245,-0.131608465990268,-4.71423982596778,7.04736449481314,6.56092076180145,1,8.35973958418262,-1.34168774518534,0.51370079018647,-10.4496427832212,0,8.35973958418262,8.35973958418262,2.0,16.71947916836524,0.0303030303030303,0.0606060606060606,0.0,0.0,0.0909090909090909,9,10,3,3,8,4,2,4,4,3,1,4,6,4,4,11,1,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CC2COC3(COC3)N2C1,screening,155.094628656,24,11,3,0,3,0,21.7,36.5067,1.077,0.0845690284384915,38.5657614953997,226.677618910526,-1.78413584576337,0.714125389922193,-5.15826285608344,3.02945234033296,4.97340446980733,1,6.35656562889212,-0.828571549368817,0.046950241922164,-10.3693599245659,1,6.35656562889212,6.35656562889212,2.0,12.71313125778424,0.0416666666666666,0.0833333333333333,1.0,1.0,0.125,6,4,3,3,7,0,4,5,4,0,2,1,1,5,4,8,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1OCN2CSCC12,screening,131.040484908,17,8,2,0,2,0,37.77,33.6007,1.01,0.0787153048970284,83.1754353410696,213.310426572407,-0.995430844293779,-0.845176096345969,-5.876703426017,0.818221318846749,4.44314635482284,1,3.43523647649417,0.0749900428713538,0.0786682074638232,-10.6805763095545,0,3.43523647649417,3.43523647649417,2.0,6.87047295298834,0.0588235294117647,0.1176470588235294,0.0,0.0,0.1176470588235294,2,1,3,3,2,0,0,2,0,0,0,1,0,1,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1SCN2CSCN1C2,screening,162.02854032,19,9,2,0,2,0,57.08,42.5525,1.301,1.31075451306394,158.185357055984,228.249325604432,-3.27721053472447,-0.980859852850018,-5.43040515111537,4.22605243195692,5.74763597875871,1,4.00652382784634,1.29703215043161,1.31057903598447,-10.6416327935203,1,2.00326191392317,8.01304765569268,1.0,4.00652382784634,0.1052631578947368,0.1052631578947368,0.5,0.5,0.1052631578947368,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,1,4,0,2,4,4,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)N(CCO)CCO,100MDamines,161.141578848,30,11,0,5,3,2,43.7,46.3765,0.806,0.646221739128363,41.854682570664,251.183722452582,-3.80146055372198,0.638021212850489,-8.52557791881578,3.57010107151871,7.64903503102493,1,9.46435061138385,-3.31817601448616,-1.42185766264657,-10.4149947693355,0,9.46435061138385,9.46435061138385,2.0,18.9287012227677,0.0333333333333333,0.0666666666666666,0.0,0.0,0.0,5,3,3,3,10,0,4,5,7,0,2,0,0,2,2,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)N(CO)CO,screening,133.11027872,24,9,0,3,3,2,43.7,35.9955,0.94,0.190108765659989,4.21290614952155,235.148331912336,-3.09957877536878,0.716644404862663,-7.37167199026672,0.900923545858907,7.41297057509547,1,8.78164436045245,-3.09176259510009,-1.20920712771048,-10.4364181159211,0,8.78164436045245,8.78164436045245,2.0,17.5632887209049,0.0416666666666666,0.0833333333333333,0.0,0.0,0.0,3,3,3,3,6,0,0,3,0,0,0,0,0,0,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)N1CC(O)C1,screening,129.1153641,24,9,1,1,2,1,23.47,37.7854,0.595,1.09386127609178,-8.98044195555257,188.044199054058,-1.09742208947068,0.52537643435591,-6.06372361560244,3.83252508215233,4.89982246853243,1,10.1257719563977,-3.53192096063972,-1.63272651913564,-10.5214467306552,1,10.1257719563977,10.1257719563977,1.0,10.1257719563977,0.0416666666666666,0.0416666666666666,1.0,1.0,0.0416666666666666,5,4,3,3,8,0,2,5,6,0,2,0,0,2,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
