std_smiles,source,MolWeight,nbAtoms,nbHeavyAtoms,nbRing,nbRotBd,nbHBdAcc,ndHBdDon,TopoPolSurfAir,MolarRefract,CombDipolPolariz,LogP_pred,MP_pred,BP_pred,LogVP_pred,LogWS_pred,LogHL_pred,RT_pred,LogKOA_pred,ionization,pKa_b_pred,LogD55_pred,LogD74_pred,LogOH_pred,nbNring,pKa_b_pred_divN,pKa_b_pred_multN,frac_OS_N,pKa_b_pred_div_O_S,frac_N,frac_OS_atoms,frac_ring_N,frac_Nring_atoms,frac_ring_atoms,C-C,C-C-C,C-N,C-N-C,C-C-N-C,C-C-C-N-C,C-N-C-C-O,C-C-N,C-C-N-C-C,C-C-C-N,N-C-C-O,C-C-C-O,C-C-C-C,C-C-O,C-O,C,N,O,C-C-C-C-O,C-C-O-C,C-O-C,C-C-C-C-N,N-C-C-C-O,C-C-C-O-C,O-C-O,C-N-C-C-N,N-C-C-N,C-N-C-C-S,N-C-C-S,C-C-S,C-C-S-C,C-S,C-S-C,S,C-C-O-C-C,C-O-C-O,C-O-C-C-N,C-C-N-C-O,C-N-C-O,N-C-O,N-C-C-C-N,C-O-C-C-O,O-C-C-O,O-C-C-C-O,N-C-N,C-N-C-N,C-C-N-C-N,C-N-C-N-C,C-S-C-N,C-N-C-S-C,N-C-S,C-N-C-S,C-C-N-C-S,N-C-S-C-N,C-C-O-C-O,C-O-C-O-C,C-C-C-C-C,C-C-C-S,O-C-C-C-S,O-C-N-C-S,S-C-N-C-S,O-C-N-C-O,C-C-C-S-C,C-C-S-C-C,C-N-C-O-C,C-O-C-N,C-C-O-C-N,C-C-O-N,C-C-O-N-C,C-O-N,C-N-O-C,C-C-N-O-C,N-O,C-N-O,C-C-N-O,N-C-C-N-O,C-S-C-C-N,C-C-S-C-N,N-C-C-C-S,N-C-O-C-O,C-S-C-C-O,O-C-C-S,N-C-N-C-O,C-C-C-C-S,S-C-C-S,O-C-O-C-O,C-S-C-S,S-C-S,C-S-C-C-S
CSCN(C)C,screening,105.061220352,17,6,0,2,1,0,28.54,32.0155,0.564,1.25758862071227,31.3512050428982,103.344920791988,1.24625242827387,-0.587791847909943,-4.34552239997962,1.57913911941574,3.68139560795297,1,6.65237365158499,0.0756653373665666,1.18614756265167,-11.1463615413738,0,6.65237365158499,6.65237365158499,1.0,6.65237365158499,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSCN1CCOCC1,screening,147.071785036,22,9,1,2,2,0,37.77,41.09,0.899,1.26743142746307,11.9098883857134,218.941987131949,-0.101563353916327,-0.556855270757774,-5.33342128162972,4.29127617491817,4.75225101079114,1,5.83152429835813,0.769744616686732,1.2558567626355,-10.6501716826855,1,5.83152429835813,5.83152429835813,2.0,11.66304859671626,0.0454545454545454,0.0909090909090909,1.0,1.0,0.0454545454545454,2,0,3,3,4,0,2,2,0,0,2,0,0,2,2,6,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(CCCC(O)N1CC1)N1CC1,screening,186.136827816,31,13,2,6,4,2,46.48,44.8638,1.489,-0.451402762387947,112.306599923538,268.661055519996,-4.14521905145277,0.184065963875245,-10.4526666904895,2.78301009561875,7.94397194298741,1,7.69609030013726,-2.65024929070234,-0.925237137338859,-10.4499842850744,2,3.84804515006863,15.39218060027452,1.0,7.69609030013726,0.064516129032258,0.064516129032258,1.0,1.0,0.064516129032258,6,3,6,4,4,4,0,2,0,2,0,2,2,2,2,9,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(CN1CC1)C(O)CN1CC1,screening,172.121177752,28,12,2,5,4,2,46.48,45.9942,1.34,-0.774305796471396,138.128308862126,268.425181400163,-4.06486574441836,0.374146960682677,-6.66304838568306,0.430052448818545,7.83983367455113,1,7.09478661981362,-2.37999513797776,-0.949007066645398,-10.3707800600228,2,3.54739330990681,14.18957323962724,1.0,7.09478661981362,0.0714285714285714,0.0714285714285714,1.0,1.0,0.0714285714285714,5,2,6,4,4,4,4,2,0,2,2,2,1,4,2,8,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(CN1CCOCC1)CN1CCOCC1,screening,230.163042564,38,16,2,4,5,1,45.17,62.1187,1.442,-0.138164259148531,54.3265808316084,305.811372907451,-5.31760186866807,0.216628958490032,-7.98122149074814,2.08310716609355,8.99166808971526,1,7.08031940319963,-1.72975094238194,-0.308127215636173,-10.6255587701614,2,3.540159701599815,14.16063880639926,1.5,10.620479104799443,0.0526315789473684,0.0789473684210526,1.0,1.0,0.0526315789473684,6,1,6,6,12,4,8,6,4,2,6,0,0,6,5,11,2,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(COC1CCCC1)CN1CCOCC1,screening,229.167793596,39,16,2,5,4,1,41.93,55.4162,1.155,0.672060839038217,88.0372848742939,269.820932085778,-5.25416437484116,-0.719881135820723,-8.29692291527765,7.30020344622364,8.91749660832819,1,6.2669876415378,-0.163486070299835,0.641210806189065,-10.6365045859364,1,6.2669876415378,6.2669876415378,3.0,18.8009629246134,0.0256410256410256,0.0769230769230769,1.0,1.0,0.0512820512820512,9,6,3,3,6,2,4,3,2,1,3,3,0,7,5,12,1,3,0,5,2,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(O)CN1CCOCC1,screening,147.089543276,23,10,1,2,4,2,52.93,36.3848,1.181,-1.01294389742691,85.3034632823028,269.106288709897,-4.73466449233601,0.147121406778804,-8.3382816765284,0.0,7.57802788099723,1,8.77929657529038,-4.29246870318265,-2.4100058633449,-10.3068480629301,1,8.77929657529038,8.77929657529038,3.0,26.337889725871136,0.0434782608695652,0.1304347826086956,1.0,1.0,0.0434782608695652,3,0,3,3,6,0,6,3,2,0,4,0,0,4,4,6,1,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1(CN2CCCC2)CCC1,screening,155.131014164,28,11,2,2,2,1,23.47,39.5406,0.851,1.22388858090925,110.135699202301,251.010359310695,-1.79744288314385,-0.224168500767433,-6.30580168385874,5.68017647150042,7.52797379639584,1,9.8892087388284,-3.16533788212194,-1.26672579292869,-10.4377112086695,0,9.8892087388284,9.8892087388284,1.0,9.8892087388284,0.0357142857142857,0.0357142857142857,0.0,0.0,0.0714285714285714,8,8,3,3,4,4,2,3,2,2,1,2,2,3,1,9,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1(CS)CN2CCC1CC2,screening,173.0874351,26,11,0,1,2,1,62.27,43.932,1.53,0.846910431099794,133.885832792582,275.114652633063,-4.34050425120024,-2.12582748265025,-6.56415913472388,5.51926961625864,7.52430139915126,2,8.6745713993141,-2.32795141573935,-0.450147432285396,-10.4432265161021,0,8.6745713993141,8.6745713993141,2.0,17.3491427986282,0.0384615384615384,0.0769230769230769,0.0,0.0,0.0,7,8,3,3,6,2,2,3,0,4,1,2,8,3,1,8,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0
OC12CCN(CC1)CC2,screening,127.099714036,22,9,0,0,2,1,23.47,30.637,0.918,0.412636637627753,100.854794129339,219.522254346517,-1.8115811576167,0.875492726650384,-6.56315368250171,4.51658214456028,6.00196062572324,1,10.3542105569889,-4.44157999470293,-2.54205623636549,-10.6644490273556,0,10.3542105569889,10.3542105569889,1.0,10.3542105569889,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0,6,6,3,3,6,0,0,3,0,3,0,3,6,3,1,7,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC12CN3CN(CN(C3)C1)C2,screening,155.105862036,24,11,0,0,4,1,29.95,40.3999,1.363,-0.33147329252622,117.240414217063,254.256860171361,-3.76130217155398,0.282561895272095,-6.33179917729297,0.229516143724517,7.07050866938898,1,5.73815622643494,-0.767705727906566,-0.340832786869525,-10.3795579934672,0,1.91271874214498,17.214468679304822,0.3333333333333333,1.91271874214498,0.125,0.0416666666666666,0.0,0.0,0.0,3,3,9,9,6,6,6,3,0,6,3,0,0,3,1,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1C2CCC(C2)C1CN1CCOCC1,screening,211.157228912,36,15,3,2,3,1,32.7,56.218,1.176,1.35392227134091,91.3415806881283,269.831833065668,-4.99642339680699,-1.63895767276292,-5.69504555199636,8.02420845316434,9.27334780002948,1,8.02937841170831,-1.17673777703379,0.632961785246727,-10.6245721996096,1,8.02937841170831,8.02937841170831,2.0,16.05875682341662,0.0277777777777777,0.0555555555555555,1.0,1.0,0.0833333333333333,11,13,3,3,6,4,2,3,2,2,2,4,7,4,3,12,1,2,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1C2CCC1C(N1CCOCC1)CC2,screening,211.157228912,36,15,3,1,3,1,32.7,54.5989,1.176,1.36605540054935,91.3676587696969,269.832234863536,-5.01668018849674,-1.63264684471476,-6.27766312311177,8.4088854178998,9.27334780002948,1,7.98797136464785,-1.12332560319506,0.678319497118423,-10.6294147168559,1,7.98797136464785,7.98797136464785,2.0,15.9759427292957,0.0277777777777777,0.0555555555555555,1.0,1.0,0.0833333333333333,11,12,3,3,8,6,2,4,4,3,2,4,10,4,3,12,1,2,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CC(N2CCCC2)C1,screening,141.1153641,25,10,2,1,2,1,23.47,33.3292,0.919,1.1348669313093,113.356773139575,227.038798676143,-1.81281110662475,0.4755968627523,-6.57449472513805,4.62053685775826,6.68950945700155,1,10.446045518448,-3.81118350454777,-1.91156901748244,-10.4350134386533,1,10.446045518448,10.446045518448,1.0,10.446045518448,0.04,0.04,1.0,1.0,0.08,7,6,3,3,6,4,0,4,4,2,0,2,0,2,1,8,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CC(N2CCCCC2)C1,screening,155.131014164,28,11,2,1,2,1,23.47,36.2408,0.919,1.25790043323185,92.9981114489041,256.157838309825,-1.78152451053153,-0.0193270094163693,-6.33853584512698,7.36259652105077,7.5085876197394,1,10.6814771586521,-3.9235795850231,-2.02380381311614,-10.4353917095544,1,10.6814771586521,10.6814771586521,1.0,10.6814771586521,0.0357142857142857,0.0357142857142857,1.0,1.0,0.0714285714285714,8,7,3,3,8,6,0,4,4,4,0,2,2,2,1,9,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CC(N2CCOCC2)C1,screening,157.11027872,26,11,2,1,3,1,32.7,38.5495,1.104,0.202910051707545,65.3298934164286,268.316976245977,-1.80257008023561,0.857802215471501,-6.55529424792872,4.02260030963298,7.63960773158549,1,7.96554998113432,-2.26412412803335,-0.467101621488797,-10.4125442910419,1,7.96554998113432,7.96554998113432,2.0,15.93109996226864,0.0384615384615384,0.0769230769230769,1.0,1.0,0.0769230769230769,6,4,3,3,8,4,2,4,4,2,2,2,0,4,3,8,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CC2CC3CCCN2C3C1,screening,167.131014164,29,12,3,0,2,1,23.47,40.8097,0.991,1.50924527472751,85.4844169464598,264.866322590661,-2.35553822624085,-0.771119945820269,-6.5390402459121,8.13112176532738,7.73069421627084,1,11.4077991681219,-4.39855443040753,-2.49859654779232,-10.4457815305116,0,11.4077991681219,11.4077991681219,1.0,11.4077991681219,0.0344827586206896,0.0344827586206896,0.0,0.0,0.1034482758620689,10,11,3,3,8,2,0,5,2,4,0,2,11,2,1,10,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CC2CCCCN2C1,screening,141.1153641,25,10,2,0,2,1,23.47,33.3292,0.852,1.14514936871162,95.321773257305,225.959588568238,-2.01226327525848,0.479565293991504,-6.22318123511729,5.1798277108634,6.52157149117934,1,10.9344104098961,-4.2892626384352,-2.38938789702635,-10.4378992361351,0,10.9344104098961,10.9344104098961,1.0,10.9344104098961,0.04,0.04,0.0,0.0,0.08,7,6,3,3,6,2,1,4,2,2,1,1,4,2,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CC2CCCN(C1)C2,screening,141.1153641,25,10,2,0,2,1,23.47,37.6151,0.852,1.14434066393869,95.1076419452878,226.035494284781,-1.92691500424319,0.494456422437471,-6.21951001800342,5.2269590948524,6.52157149117934,1,10.3282155804798,-3.68388136662717,-1.78438696690667,-10.4397414109945,0,10.3282155804798,10.3282155804798,1.0,10.3282155804798,0.04,0.04,0.0,0.0,0.08,7,7,3,3,6,4,2,3,1,4,1,1,6,2,1,8,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CC2CN(CC3COCCOC3)CC2C1,screening,241.167793596,40,17,3,2,4,1,41.93,62.3961,1.361,1.21254180222262,91.9280288356612,269.776799421679,-5.37804536653854,-1.22968232932912,-6.99276623976043,8.08591537465419,9.30856138626664,1,10.5085360705644,-3.79599852673842,-1.89633239480865,-10.7275844549135,0,10.5085360705644,10.5085360705644,3.0,31.5256082116932,0.025,0.075,0.0,0.0,0.075,11,12,3,3,4,6,0,3,2,4,0,6,4,6,5,13,1,3,2,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CCC(N2CCC2)CC1,screening,155.131014164,28,11,2,1,2,1,23.47,36.2408,0.919,0.570120171028334,97.9522332174679,255.989770934452,-1.92711548715165,-0.0088113465933308,-6.33693379305206,7.08103670429617,7.5085876197394,1,10.2648114412608,-4.1946987341896,-2.2952837541883,-10.4374605319695,1,10.2648114412608,10.2648114412608,1.0,10.2648114412608,0.0357142857142857,0.0357142857142857,1.0,1.0,0.0714285714285714,8,7,3,3,6,4,0,4,4,2,0,2,6,2,1,9,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CCC(N2CCOCC2)CC1,screening,185.141578848,32,13,2,1,3,1,32.7,44.3727,1.104,0.953492815050473,122.672087501507,271.289960662407,-3.78525831167422,0.104325967507493,-6.55675398977942,6.41837768341344,8.46064593834837,1,9.05723312443283,-2.60386067182819,-0.713198617334867,-10.5722886363646,1,9.05723312443283,9.05723312443283,2.0,18.11446624886566,0.03125,0.0625,1.0,1.0,0.0625,8,6,3,3,8,4,2,4,4,2,2,2,6,4,3,10,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CCC2(CC1N1CCCC1)OCCO2,screening,227.152143532,37,16,3,1,4,1,41.93,51.204,1.293,1.19692229466402,89.7632514273927,269.839904602158,-5.30196043145949,-1.52427027891888,-6.21038426752025,8.42769684323386,8.89410528927886,1,10.0829033356104,-3.3859923877961,-1.48688143102916,-10.7249350677665,1,10.0829033356104,10.0829033356104,3.0,30.2487100068312,0.027027027027027,0.081081081081081,1.0,1.0,0.081081081081081,10,8,3,3,6,4,2,4,4,2,1,6,6,8,5,12,1,3,6,4,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CCC2CC3CCCN2C13,screening,167.131014164,29,12,3,0,2,1,23.47,40.8097,0.924,1.21826069462841,92.4450403758777,264.591138357937,-2.3439840213297,-0.771052879367245,-6.32114020409398,8.00056588022124,7.71922978079601,1,10.1540007809938,-3.43574971974587,-1.53650462811021,-10.4457405229241,0,10.1540007809938,10.1540007809938,1.0,10.1540007809938,0.0344827586206896,0.0344827586206896,0.0,0.0,0.1034482758620689,10,11,3,3,8,2,2,5,2,4,1,2,11,2,1,10,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CCCC1N1CC1,screening,127.099714036,22,9,2,1,2,1,23.24,30.4176,0.852,0.158764061703605,116.982373503333,204.098195950385,-1.51436374062612,0.879177119811998,-6.47366534191471,2.66587576416311,5.9094873722379,1,8.60409991653998,-2.94567745147244,-1.07166597394415,-10.554844063059,1,8.60409991653998,8.60409991653998,1.0,8.60409991653998,0.0454545454545454,0.0454545454545454,1.0,1.0,0.0909090909090909,6,5,3,2,4,4,2,2,0,2,1,2,0,2,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CCCC1N1CCCC1,screening,155.131014164,28,11,2,1,2,1,23.47,36.2408,0.852,1.27000410944273,110.541731787686,250.820651447727,-2.07229209785922,-0.236467610737092,-6.31268164928596,6.60779189286442,7.5646428583663,1,10.4305050840812,-3.66050607119302,-1.76090562216283,-10.4353481223234,1,10.4305050840812,10.4305050840812,1.0,10.4305050840812,0.0357142857142857,0.0357142857142857,1.0,1.0,0.0714285714285714,8,7,3,3,6,4,2,4,4,2,1,2,0,2,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CCCC1N1CCOCC1,screening,171.125928784,29,12,2,1,3,1,32.7,41.4611,1.037,0.506994901977129,59.2972715501677,267.679402994976,-3.27480869135527,0.541569990475694,-8.48176748563446,4.48491085710673,7.7152090163979,1,8.22051265311109,-2.21434352038693,-0.374660068418832,-10.4428876478029,1,8.22051265311109,8.22051265311109,2.0,16.44102530622218,0.0344827586206896,0.0689655172413793,1.0,1.0,0.0689655172413793,7,5,3,3,8,4,4,4,4,2,3,2,0,4,3,9,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CCCC2CN(C3CCOC3)CC12,screening,211.157228912,36,15,3,1,3,1,32.7,51.5185,1.176,1.37043791920376,101.803364797915,269.832244706547,-5.44113841912942,-1.39040582629875,-6.27699789207443,8.47672299978634,9.27334780002948,1,9.51255290104626,-2.64215717191921,-0.745453556202488,-10.6292358684579,0,9.51255290104626,9.51255290104626,2.0,19.02510580209252,0.0277777777777777,0.0555555555555555,0.0,0.0,0.0833333333333333,11,12,3,3,6,4,2,4,4,3,1,3,10,4,3,12,1,2,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CCCCC1N1CCOCC1,screening,185.141578848,32,13,2,1,3,1,32.7,44.3727,1.037,0.94042761998603,107.018105864359,264.245072920529,-3.78841908130861,0.291557353937694,-8.4587842760788,6.36709569697957,8.42976784208149,1,8.53439507102109,-2.09436849197029,-0.224722810984568,-10.572309209554,1,8.53439507102109,8.53439507102109,2.0,17.06879014204218,0.03125,0.0625,1.0,1.0,0.0625,8,6,3,3,8,4,4,4,4,2,3,2,6,4,3,10,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CCCN(CC2CC2)C1,screening,155.131014164,28,11,2,2,2,1,23.47,40.5267,0.852,1.21694196309045,98.2204584714892,250.823332338496,-2.07691301505073,0.0204058742952404,-6.30255687270768,7.00535221030634,7.5646428583663,1,9.25105691260028,-2.53419198465061,-0.64019189558581,-10.4357731672968,0,9.25105691260028,9.25105691260028,1.0,9.25105691260028,0.0357142857142857,0.0357142857142857,0.0,0.0,0.0714285714285714,8,5,3,3,6,6,2,3,2,4,1,1,2,2,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CCCN(CC2CCOCC2)C1,screening,199.157228912,35,14,2,2,3,1,32.7,48.4898,1.037,1.68088732679658,106.998042286868,263.010045776991,-3.90971124280679,-0.198112039926561,-6.21139432531237,7.52567412859535,8.66486012317275,1,10.6125478476166,-3.43166387228576,-1.53192665667523,-10.608764551987,0,10.6125478476166,10.6125478476166,2.0,21.2250956952332,0.0285714285714285,0.0571428571428571,0.0,0.0,0.0571428571428571,9,8,3,3,6,6,2,3,2,4,1,3,6,4,3,11,1,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1CCN(C2CC2)C1,screening,127.099714036,22,9,2,1,2,1,23.47,30.4176,0.852,0.247509042583562,111.54474201168,204.240665563159,-1.47184275549933,0.881783273429748,-6.46851302511415,3.13503430471152,5.9094873722379,1,10.2814582139134,-4.53395635460504,-2.63451938937534,-10.5147637544967,0,10.2814582139134,10.2814582139134,1.0,10.2814582139134,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0909090909090909,6,2,3,3,6,0,1,4,4,0,1,1,0,2,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
